time,temperature,humidity,pm2.5,delta_score,delta_temp,delta_humidity
632,87,90,10,-2.05817274718345,1,0
633,86,91,10,2.4249992137636847,-1,1
634,87,91,10,-1.0732442491858423,1,0
635,87,88,10,-0.22485152164408806,0,-3
636,89,83,10,2.7969863014033436,2,-5
637,87,83,10,-2.9544804883472215,-2,0
638,88,78,10,-0.6329719640190102,1,-5
639,88,82,10,1.7420220014874832,0,4
640,89,80,10,-1.2873837416718947,1,-2
641,87,78,10,0.07619211101277379,-2,-2
642,89,81,10,-0.8427889891729109,2,3
643,90,78,10,0.0311327222332288,1,-3
644,92,74,10,0.8119379127423326,2,-4
645,93,77,10,0.040413837959158094,1,3
646,95,78,10,0.06677950599837534,2,1
647,97,79,10,1.8957213045653145,2,1
648,97,78,10,-1.188825245102288,0,-1
649,99,79,10,0.012055783422232791,2,1
650,101,75,10,-0.08440746828914314,2,-4
651,100,80,10,0.4289346259117792,-1,5
652,98,84,10,0.7303018043659617,-2,4
653,97,84,10,-2.533075462317165,-1,0
654,98,86,10,1.7367062448811328,1,2
655,98,89,10,-0.011911019031806358,0,3
656,96,94,10,-2.6968793200639665,-2,5
657,95,98,10,2.543367884920694,-1,4
658,93,94,10,-0.1270730187769098,-2,-4
659,93,94,10,0.8450363513662995,0,0
660,93,96,10,-3.1324914334892666,0,2
661,91,96,10,3.116125557418671,-2,0
662,92,92,10,1.0476379889090635,1,-4
663,92,96,10,-3.150812086619592,0,4
664,94,92,10,2.2118003284758916,2,-4
665,96,97,10,-1.4777829908198108,2,5
666,94,99,10,-0.2391863335662241,-2,2
667,95,104,10,2.306109667890653,1,5
668,95,103,10,-1.2862228744377164,0,-1
669,96,98,10,0.5235866226899994,1,-5
670,94,94,10,-1.0760596864627991,-2,-4
671,95,95,10,1.2006984740895172,1,1
672,97,91,10,-0.05030178289699805,2,-4
673,96,93,10,-1.2477635710848174,-1,2
674,98,95,10,1.084589550930659,2,2
675,96,93,10,-1.198322736124037,-2,-2
676,97,91,10,1.15355625129863,1,-2
677,96,91,10,-1.5093611468051016,-1,0
678,96,87,10,-0.8304123647854592,0,-4
679,96,91,10,2.4211705322645893,0,4
680,95,90,10,-0.6899292596103184,-1,-1
681,97,94,10,-1.1623166910877822,2,4
682,99,89,10,1.8275755781461775,2,-5
683,98,92,10,-0.265507765253566,-1,3
684,97,89,10,-1.557410059988129,-1,-3
685,95,84,10,-0.3204035343647369,-2,-5
686,94,85,10,1.959503548252268,-1,1
687,95,85,10,-0.47037596504908663,1,0
688,96,84,10,-0.3273362947078218,1,-1
689,96,88,10,-0.01897128078160426,0,4
690,97,86,10,0.6053838971964667,1,-2
691,96,89,10,-2.2279231632263254,-1,3
692,96,85,10,1.8852782874998932,0,-4
693,94,83,10,1.8334198021510135,-2,-2
694,95,79,10,-3.2503539594772377,1,-4
695,93,82,10,1.6441136963217085,-2,3
696,92,78,10,-0.3959761163926161,-1,-4
697,90,82,10,-0.2734391643105427,-2,4
698,88,80,10,-1.2773755600400498,-2,-2
699,88,76,10,1.7642191839335435,0,-4
700,87,73,10,0.7114275505505034,-1,-3
701,87,77,10,-2.182932328004709,0,4
702,87,73,10,-0.40638810665986747,0,-4
703,85,74,10,2.063459942545066,-2,1
704,86,70,10,0.12479402276054108,1,-4
705,86,67,10,0.3288083151639265,0,-3
706,87,66,10,-0.44151520128293,1,-1
707,87,67,10,-0.4029234805396207,0,1
708,85,66,10,-0.6836373184682547,-2,-1
709,87,63,10,0.11740158906184395,2,-3
710,89,61,10,0.3355899968051842,2,-2
711,90,60,10,-1.357618315144971,1,-1
712,90,59,10,2.964023173918656,0,-1
713,90,58,10,-0.025055082476451496,0,-1
714,88,58,10,-4.083527355634063,-2,0
715,89,63,10,2.651862966216857,1,5
716,89,67,10,2.557740205175903,0,4
717,91,62,10,-3.5151513809355825,2,-5
718,91,61,10,1.0658279362307899,0,-1
719,91,65,10,-0.23258628754929944,0,4
720,90,60,10,0.5211945535925631,-1,-5
721,88,60,10,0.7745190659651657,-2,0
722,88,63,10,0.620360150587028,0,3
723,89,68,10,-3.624652594367763,1,5
724,87,67,10,3.280287860481212,-2,-1
725,88,63,10,-3.722566886361218,1,-4
726,87,65,10,2.2859352922684506,-1,2
727,86,65,10,0.07306098081784551,-1,0
728,85,68,10,-0.9541157011174508,-1,3
729,86,70,10,0.6078034964107577,1,2
730,88,69,10,-0.829424065757392,2,-1
731,89,69,10,2.2918359489739597,1,0
732,89,67,10,-0.191392067588263,0,-2
733,87,67,10,-2.520026017342031,-2,0
734,87,68,10,0.6284185969718639,0,1
735,85,73,10,-0.7964607506770698,-2,5
736,83,77,10,0.34914359315418847,-2,4
737,84,79,10,-0.5793182140511648,1,2
738,84,79,10,0.2910243362719971,0,0
739,86,81,10,0.2000837929317903,2,2
740,87,86,10,2.527741802739815,1,5
741,88,87,10,-1.2350247861581327,1,1
742,88,88,10,-1.282456121903354,0,1
743,88,90,10,-0.03225225760732847,0,2
744,88,94,10,2.5931799706384155,0,4
745,89,98,10,-1.4651568644134536,1,4
746,89,98,10,-0.8004275938328832,0,0
747,90,94,10,1.2556868086887527,1,-4
748,90,94,10,-2.0007540893091647,0,0
749,89,92,10,2.5310723317792103,-1,-2
750,91,89,10,-2.9220930725430447,2,-3
751,93,89,10,1.362365740555318,2,0
752,93,94,10,2.1498541412951657,0,5
753,95,91,10,-1.5710580964949168,2,-3
754,93,95,10,0.5089068918972746,-2,4
755,91,94,10,-1.5607267753041514,-2,-1
756,90,97,10,-1.1488628593300956,-1,3
757,92,101,10,4.073624940796803,2,4
758,92,102,10,-0.6932541049350611,0,1
759,92,98,10,-1.9210073844240518,0,-4
760,91,97,10,1.8942391443429103,-1,-1
761,90,100,10,-1.3688599240604913,-1,3
762,91,103,10,-0.6517974613796119,1,3
763,92,106,10,-1.1873263866387083,1,3
764,93,103,10,2.755992231586198,1,-3
765,94,99,10,-1.9671068967851069,1,-4
766,95,100,10,-0.6182091883441372,1,1
767,96,96,10,2.1984445710189933,1,-4
768,96,94,10,-1.012800297772571,0,-2
769,97,91,10,1.1358453315064063,1,-3
770,97,94,10,-1.3735575700262914,0,3
771,97,99,10,0.7377326328041156,0,5
772,98,95,10,-1.030152470970854,1,-4
773,99,98,10,1.0213660022038202,1,3
774,97,101,10,0.8485304710802184,-2,3
775,97,106,10,0.11679793294106844,0,5
776,95,102,10,-1.0687459240768624,-2,-4
777,93,99,10,1.6957735157736469,-2,-3
778,95,104,10,-1.2378765043584141,2,5
779,95,102,10,-2.3030279876813156,0,-2
780,93,102,10,3.0502586650732004,-2,0
781,94,102,10,0.0020696261955768236,1,0
782,96,99,10,1.683767584474245,2,-3
783,95,101,10,-2.1888171120938282,-1,2
784,96,99,10,0.5574552260347378,1,-2
785,98,100,10,-0.03623613339502563,2,1
786,97,102,10,-0.4990491502320613,-1,2
787,98,100,10,0.31126223751948867,1,-2
788,97,95,10,-1.7177412697863774,-1,-5
789,98,92,10,1.7575431017100613,1,-3
790,99,90,10,-1.5934249844035255,1,-2
791,100,91,10,0.7709763113377421,1,1
792,98,92,10,0.8988120776125884,-2,1
793,97,92,10,-0.30540450608768355,-1,0
794,95,91,10,-0.23812630315647376,-2,-1
795,96,96,10,1.1786978860800958,1,5
796,96,95,10,-1.6391410654219079,0,-1
797,97,97,10,-0.2211238997202855,1,2
798,95,95,10,0.5662405974477382,-2,-2
799,94,98,10,-0.6470319733313061,-1,3
800,96,101,10,1.574823387692663,2,3
801,94,101,10,-1.173596049683292,-2,0
802,93,100,10,-1.8803310738159345,-1,-1
803,92,104,10,2.2674912667123786,-1,4
804,93,107,10,1.398954264992445,1,3
805,95,109,10,-1.1518084166327742,2,2
806,95,105,10,-0.10323150244005497,0,-4
807,93,109,10,0.6171820832266801,-2,4
808,91,104,10,0.24376055926520257,-2,-5
809,92,104,10,-0.047058639721909046,1,0
810,94,101,10,-2.927796259744102,2,-3
811,95,106,10,2.8360073222209845,1,5
812,97,107,10,0.331638161056405,2,1
813,98,107,10,-1.4742111342451638,1,0
814,99,104,10,0.8551591892091139,1,-3
815,100,108,10,1.4812111637061884,1,4
816,102,103,10,-0.7320114885641562,2,-5
817,104,108,10,-1.408885117207472,2,5
818,106,108,10,0.6572610315705867,2,0
819,108,112,10,-0.5836159888627201,2,4
820,106,107,10,-0.8789900522102401,-2,-5
821,108,108,10,3.581509880096221,2,1
822,108,105,10,-0.5865285348344238,0,-3
823,108,104,10,-1.3811019758566059,0,-1
824,108,105,10,-1.9264281517236677,0,1
825,108,101,10,5.30534419983415,0,-4
826,109,104,10,-3.0627144110173026,1,3
827,107,109,10,1.2100783875577168,-2,5
828,107,108,10,-1.3081643545352493,0,-1
829,105,109,10,2.134275496418217,-2,1
830,103,106,10,-2.3957494187410084,-2,-3
831,105,106,10,-0.39608139298798717,2,0
832,104,111,10,-1.5579487479273104,-1,5
833,103,110,10,1.6976043756716108,-1,-1
834,103,109,10,-0.12075798260236792,0,-1
835,105,108,10,0.5788798549445786,2,-1
836,104,106,10,0.49636657534426076,-1,-2
837,104,103,10,-1.8183742129197713,0,-3
838,102,101,10,0.5181089330261079,-2,-2
839,102,98,10,1.8902272831549638,0,-3
840,104,100,10,-4.053454195617945,2,2
841,103,100,10,1.848389782201782,-1,0
842,103,104,10,0.5558791407690854,0,4
843,104,106,10,0.7843951003649539,1,2
844,104,101,10,0.47290307302005186,0,-5
845,103,105,10,0.08908254907758728,-1,4
846,105,102,10,0.32787151411356064,2,-3
847,106,103,10,-1.3964185655464578,1,1
848,108,107,10,-2.5079277122098107,2,4
849,107,104,10,1.2940939134657383,-1,-3
850,105,102,10,2.6200785394703416,-2,-2
851,104,106,10,-0.7520653560326762,-1,4
852,106,109,10,-1.7944131765852167,2,3
853,106,107,10,2.938688212665828,0,-2
854,107,110,10,-1.474573484028153,1,3
855,108,111,10,-0.8619681910442949,1,1
856,106,114,10,0.4494147860441631,-2,3
857,108,113,10,-0.03531938615047636,2,-1
858,107,110,10,0.1048058808916037,-1,-3
859,109,108,10,0.4820685037352388,2,-2
860,108,104,10,0.2959140602665129,-1,-4
861,108,102,10,0.49258809149349725,0,-2
862,107,97,10,-1.5133770996332307,-1,-5
863,106,96,10,0.38803090252896877,-1,-1
864,107,96,10,-0.7900165639768988,1,0
865,106,96,10,2.758402879470106,-1,0
866,108,99,10,-2.645691045167693,2,3
867,106,100,10,1.6717332913080252,-2,1
868,105,99,10,-0.9032802585936963,-1,-1
869,106,97,10,0.3267601106495923,1,-2
870,104,92,10,-0.5116349944874996,-2,-5
871,102,96,10,-0.34452504468431866,-2,4
872,101,101,10,0.7144249454601876,-1,5
873,103,100,10,0.06283854812523204,2,-1
874,103,98,10,-0.9813276628685343,0,-2
875,103,98,10,1.8091792725060463,0,0
876,102,101,10,-2.742984455379792,-1,3
877,104,98,10,1.145114442149954,2,-3
878,102,94,10,-0.7752706029780303,-2,-4
879,103,90,10,0.43202833961898723,1,-4
880,101,90,10,-0.41203006107064843,-2,0
881,99,88,10,1.8145788133017848,-2,-2
882,101,83,10,-0.49061939178734626,2,-5
883,103,81,10,-0.4918254993545317,2,-2
884,102,78,10,2.416171464412538,-1,-3
885,102,78,10,-2.854377567240112,0,0
886,102,76,10,-0.8275289405928719,0,-2
887,100,71,10,-0.7083013614249173,-2,-5
888,102,76,10,1.3575355206698636,2,5
889,102,74,10,0.40028437868924693,0,-2
890,100,69,10,-0.426134842709033,-2,-5
891,100,71,10,0.9041599743094513,0,2
892,98,74,10,-1.1465457439688618,-2,3
893,96,78,10,2.34433036343235,-2,4
894,98,75,10,-2.7818538820375256,2,-3
895,97,71,10,-3.2850452078142323,-1,-4
896,95,76,10,2.7255614922360714,-2,5
897,96,76,10,-0.5234763513463315,1,0
898,94,71,10,2.3889209577714885,-2,-5
899,96,67,10,1.918274433509307,2,-4
900,94,68,10,-2.5371911039508133,-2,1
901,94,63,10,0.9183181039858113,0,-5
902,94,62,10,-1.3867876709803477,0,-1
903,96,67,10,-0.3153420622569712,2,5
904,97,67,10,0.9721814949763036,1,0
905,96,65,10,-1.706799133858981,-1,-2
906,96,67,10,1.980739603249761,0,2
907,96,69,10,-1.0877226477303605,0,2
908,96,65,10,0.507906924753726,0,-4
909,94,66,10,0.5987663112555173,-2,1
910,95,63,10,-1.2189857288674752,1,-3
911,93,67,10,1.1651162953698324,-2,4
912,92,67,10,-1.0616036423707698,-1,0
913,93,67,10,0.09991207112481776,1,0
914,91,67,10,0.816754418963288,-2,0
915,90,71,10,-0.6261369916254147,-1,4
916,91,67,10,-0.3090138791947275,1,-4
917,90,66,10,1.0151376373581633,-1,-1
918,90,66,10,1.1545272681915846,0,0
919,91,66,10,-1.0837827940625195,1,0
920,91,69,10,-1.4055240806004174,0,3
921,91,72,10,-0.05737008045630408,0,3
922,90,74,10,-0.8005072808404244,-1,2
923,92,77,10,2.91742365922479,2,3
924,92,77,10,-0.19210047595861046,0,0
925,94,82,10,-2.4698891387931785,2,5
926,94,87,10,2.7922954585094666,0,5
927,96,84,10,-2.0479541884779686,2,-3
928,95,85,10,0.7431096642002863,-1,1
929,95,88,10,0.5992599728735744,0,3
930,96,88,10,0.004619448854958241,1,0
931,95,86,10,0.6171434853065858,-1,-2
932,97,82,10,-0.5673428197989177,2,-4
933,95,84,10,-0.11846537446344918,-2,2
934,94,81,10,-1.62587108262262,-1,-3
935,94,86,10,2.570308106539781,0,5
936,93,81,10,-1.5469476541906741,-1,-5
937,95,78,10,-0.011670579360863909,2,-3
938,97,78,10,-1.631691961640728,2,0
939,96,80,10,2.9042724116976926,-1,2
940,94,78,10,-1.02352341679461,-2,-2
941,96,78,10,0.5386828175499174,2,0
942,97,75,10,0.5466358638180513,1,-3
943,97,70,10,-1.6276742097095833,0,-5
944,98,65,10,-0.8275048091094318,1,-5
945,99,60,10,-0.9342149190178929,1,-5
946,100,63,10,2.1841124655667605,1,3
947,98,65,10,1.1198783329249489,-2,2
948,99,62,10,-1.3199255509067478,1,-3
949,98,59,10,-0.016164897218744367,-1,-3
950,100,61,10,1.0688495573310657,2,2
951,101,63,10,-1.3887506515914803,1,2
952,99,60,10,0.08805635164078612,-2,-3
953,99,58,10,-1.9912733650930345,0,-2
954,98,56,10,3.3480775688869846,-1,-2
955,98,59,10,-0.6105985859886565,0,3
956,97,58,10,-1.1563446370589074,-1,-1
957,97,59,10,0.7957619054994055,0,1
958,97,64,10,1.9438519202623723,0,5
959,95,62,10,-4.043651871621904,-2,-2
960,93,67,10,3.522703516660362,-2,5
961,94,62,10,-0.11081366560976047,1,-5
962,95,59,10,0.18610928687693562,1,-3
963,97,58,10,-1.9224236658974005,2,-1
964,98,60,10,-1.462308184198953,1,2
965,99,65,10,1.8960981764610716,1,5
966,99,70,10,0.06522304041899418,0,5
967,99,66,10,-0.709963046641607,0,-4
968,100,64,10,0.2925650403639395,1,-2
969,98,67,10,0.43476381059096636,-2,3
970,99,71,10,3.4400312650510263,1,4
971,99,72,10,-2.8952902352574728,0,1
972,97,76,10,-1.2126673487005692,-2,4
973,99,75,10,1.7034411011330375,2,-1
974,100,79,10,-1.4587798899512903,1,4
975,102,78,10,0.968288204939041,2,-1
976,101,74,10,0.5147462728034895,-1,-4
977,103,76,10,-1.360821597211908,2,2
978,102,77,10,0.16962033487658335,-1,1
979,101,75,10,-1.437081916267383,-1,-2
980,102,73,10,3.551130197400351,1,-2
981,104,72,10,0.1745848759242037,2,-1
982,103,70,10,-1.0287788834500717,-1,-2
983,104,73,10,-0.3591317453607321,1,3
984,104,75,10,-1.2807449556927293,0,2
985,104,78,10,-0.255228038704528,0,3
986,102,83,10,1.6445633687898336,-2,5
987,102,78,10,-0.8960656673754033,0,-5
988,101,74,10,0.1363492060804925,-1,-4
989,101,78,10,1.4591427431909247,0,4
990,103,73,10,-2.1510055323669075,2,-5
991,101,69,10,2.2868738824178214,-2,-4
992,103,66,10,-0.5386523516798092,2,-3
993,101,69,10,-1.6257051010378367,-2,3
994,99,68,10,-2.2613551903057494,-2,-1
995,101,73,10,4.368082887052644,2,5
996,101,69,10,-1.2116747770382508,0,-4
997,102,73,10,0.04958786883489408,1,4
998,100,75,10,-1.4761985442331833,-2,2
999,99,72,10,2.2304745768786884,-1,-3
1000,97,71,10,-0.2679682313337528,-2,-1
1001,95,73,10,-1.83887758562524,-2,2
1002,96,77,10,2.2917023854408614,1,4
1003,95,80,10,-0.2313502641067351,-1,3
1004,97,84,10,-0.38112646949488305,2,4
1005,97,85,10,-1.215382039258335,0,1
1006,97,88,10,1.5650769712270274,0,3
1007,99,85,10,0.9338044102519638,2,-3
1008,99,88,10,-3.1549657976710033,0,3
1009,98,89,10,1.2311668866322028,-1,1
1010,98,90,10,0.0006346926305940137,0,1
1011,97,89,10,-2.8509315690221344,-1,-1
1012,97,93,10,1.7620501946380311,0,4
1013,97,94,10,-0.20964437746282089,0,1
1014,99,97,10,1.986295063998379,2,3
1015,100,97,10,-1.9695997507799847,1,0
1016,100,100,10,1.8103726270791811,0,3
1017,100,96,10,-0.7848298495852752,0,-4
1018,100,98,10,0.751221402782847,0,2
1019,101,102,10,-1.1870127971645779,1,4
1020,101,103,10,0.6037554704701027,0,1
1021,101,106,10,-1.961134292984773,0,3
1022,102,105,10,2.5002963675101446,1,-1
1023,101,105,10,1.5225656759460313,-1,0
1024,99,107,10,-2.5003775821770304,-2,2
1025,101,106,10,1.6602481779525962,2,-1
1026,103,108,10,-0.09087099629598905,2,2
1027,103,105,10,0.4334902916535457,0,-3
1028,102,107,10,-2.8265737508913924,-1,2
1029,102,107,10,2.28504735134787,0,0
1030,100,110,10,-1.1729359096178906,-2,3
1031,98,114,10,-1.2840116315510146,-2,4
1032,100,112,10,2.1929353295050236,2,-2
1033,98,117,10,-3.2133644221119524,-2,5
1034,96,121,10,2.7727319252722973,-2,4
1035,97,122,10,0.5927977429890721,1,1
1036,97,127,10,-1.3087586274616796,0,5
1037,95,127,10,0.6238028330997809,-2,0
1038,95,126,10,0.46345881731705707,0,-1
1039,96,126,10,-2.2951282735609633,1,0
1040,98,121,10,2.6843341757338277,2,-5
1041,98,118,10,0.4593723704902444,0,-3
1042,97,118,10,-0.5618832206441435,-1,0
1043,96,123,10,-0.21787700663746823,-1,5
1044,98,119,10,-0.4331651938648442,2,-4
1045,99,117,10,-1.4898867591672136,1,-2
1046,100,112,10,-0.25752839573617475,1,-5
1047,101,115,10,2.4023184659377463,1,3
1048,99,110,10,-2.422984584002414,-2,-5
1049,100,112,10,0.1130859120932991,1,2
1050,98,109,10,0.6722803464596054,-2,-3
1051,96,112,10,2.398346861098724,-2,3
1052,98,113,10,-1.6221773515818574,2,1
1053,97,117,10,0.45273846828613173,-1,4
1054,99,118,10,-1.1801858464403483,2,1
1055,99,120,10,0.1857499308199999,0,2
1056,97,115,10,2.150034814044147,-2,-5
1057,98,114,10,0.23838697651066276,1,-1
1058,100,115,10,-1.3027718175392855,2,1
1059,101,112,10,0.4312499350760546,1,-3
1060,103,111,10,-2.0767513115791343,2,-1
1061,105,116,10,0.046475605250341,2,5
1062,103,114,10,1.5688249275227044,-2,-2
1063,104,116,10,-2.0812829294402917,1,2
1064,105,114,10,-0.6673524786947685,1,-2
1065,105,117,10,4.053045657270718,0,3
1066,107,116,10,-1.1162127522727492,2,-1
1067,109,120,10,-0.07036364732210543,2,4
1068,109,116,10,1.0769131785417572,0,-4
1069,110,120,10,-0.6997072103066682,1,4
1070,112,117,10,0.046754082869399305,2,-3
1071,110,112,10,-1.7847447656383166,-2,-5
1072,110,115,10,0.3333578849852009,0,3
1073,111,118,10,1.2604600369475671,1,3
1074,112,120,10,1.245127694718931,1,2
1075,112,115,10,-3.38010469996548,0,-5
1076,113,115,10,2.7805623689435968,1,0
1077,113,113,10,-2.6740349495077718,0,-2
1078,114,115,10,2.976777876252059,1,2
1079,116,110,10,-1.0414984747807399,2,-5
1080,117,115,10,0.7338211260596554,1,5
1081,116,112,10,-2.089044834564553,-1,-3
1082,116,117,10,1.778076996593378,0,5
1083,118,116,10,0.12306101476541365,2,-1
1084,119,111,10,-0.685620818848617,1,-5
1085,121,116,10,2.5485913755273857,2,5
1086,122,113,10,-1.449089566007479,1,-3
1087,123,118,10,-1.520874256956988,1,5
1088,121,118,10,0.9039813283340148,-2,0
1089,119,119,10,-0.6608653102220079,-2,1
1090,118,119,10,1.7003055921688088,-1,0
1091,116,115,10,-1.893717527747476,-2,-4
1092,116,119,10,-0.11566897534815901,0,4
1093,114,119,10,0.2172067335955361,-2,0
1094,114,118,10,-0.4299681615445752,0,-1
1095,116,117,10,0.6919136440617215,2,-1
1096,116,119,10,0.00636168218082056,0,2
1097,114,118,10,-1.0286480187665292,-2,-1
1098,114,117,10,2.596090628924953,0,-1
1099,113,121,10,-1.6341157637566481,-1,4
1100,111,119,10,-0.11582855687707516,-2,-2
1101,111,118,10,-0.7855665695448072,0,-1
1102,111,118,10,2.0016868085087425,0,0
1103,111,118,10,-0.5824577690643986,0,0
1104,109,120,10,-1.3170139768126172,-2,2
1105,110,118,10,1.182011643482935,1,-2
1106,112,118,10,1.818329136667678,2,0
1107,110,114,10,-0.3055724624664302,-2,-4
1108,109,115,10,-1.8989710581939807,-1,1
1109,109,111,10,-0.9730771981931439,0,-4
1110,111,116,10,2.1194597461848943,2,5
1111,109,119,10,-2.1250127591118417,-2,3
1112,108,117,10,1.008649912565703,-1,-2
1113,108,120,10,0.7141936733537735,0,3
1114,107,123,10,-0.28164680821742305,-1,3
1115,105,120,10,-0.05115824972355387,-2,-3
1116,106,120,10,-0.5597638533069693,1,0
1117,108,120,10,0.3914396735429033,2,0
1118,107,125,10,0.5133755896021648,-1,5
1119,108,123,10,-1.2086545620482512,1,-2
1120,107,126,10,-0.5435901999015894,-1,3
1121,105,131,10,2.4711691371984363,-2,5
1122,103,126,10,-2.452919401797077,-2,-5
1123,104,130,10,0.8586893854279789,1,4
1124,102,126,10,0.8723701946249081,-2,-4
1125,102,125,10,-0.49237419335267374,0,-1
1126,100,121,10,-2.093729093209171,-2,-4
1127,99,116,10,3.1620477364064588,-1,-5
1128,98,113,10,-0.9739751228574258,-1,-3
1129,96,116,10,-0.6218542601023531,-2,3
1130,94,111,10,0.6851336153774408,-2,-5
1131,94,111,10,-1.352163011904673,0,0
1132,95,114,10,0.533725087944293,1,3
1133,97,113,10,0.2765890429499609,2,-1
1134,97,115,10,1.09296754790688,0,2
1135,98,118,10,-2.8338090135239313,1,3
1136,100,121,10,0.8840230318244111,2,3
1137,102,123,10,1.201946921247853,2,2
1138,103,127,10,-0.23547574347463907,1,4
1139,101,128,10,0.9120656207350533,-2,1
1140,99,128,10,-0.6893357587964324,-2,0
1141,100,128,10,-0.16367243642682583,1,0
1142,102,131,10,0.8224780927005881,2,3
1143,100,131,10,-0.6779728435041759,-2,0
1144,99,132,10,-1.162479812043191,-1,1
1145,98,131,10,0.19104047932648516,-1,-1
1146,99,130,10,1.1757727501580404,1,-1
1147,97,131,10,-1.3090379515662276,-2,1
1148,96,129,10,2.2422594019370745,-1,-2
1149,94,131,10,-3.3417447815144916,-2,2
1150,93,127,10,2.3567796908773673,-1,-4
1151,91,130,10,-1.3507048195593003,-2,3
1152,89,126,10,0.8712320781597924,-2,-4
1153,90,129,10,-0.03143337440680671,1,3
1154,89,134,10,-0.8587795864219696,-1,5
1155,88,136,10,0.8078299368420008,-1,2
1156,89,135,10,-1.0003564195996977,1,-1
1157,91,138,10,1.6977449479142714,2,3
1158,92,139,10,-0.5702537313640468,1,1
1159,93,134,10,0.6340664220136687,1,-5
1160,93,131,10,-0.2925504312013856,0,-3
1161,92,136,10,-1.4454198130536005,-1,5
1162,90,136,10,0.07294068306492724,-2,0
1163,92,131,10,0.26675727087333423,2,-5
1164,94,128,10,1.080893038260915,2,-3
1165,95,132,10,-2.5890789874249083,1,4
1166,93,129,10,0.7380696596787237,-2,-3
1167,93,129,10,0.039626861196844526,0,0
1168,94,125,10,0.1829725864001597,1,-4
1169,94,130,10,-0.42761990901785735,0,5
1170,92,127,10,-0.08014961670721216,-2,-3
1171,94,132,10,1.0291848126264522,2,5
1172,96,128,10,0.7508058371040138,2,-4
1173,97,123,10,-1.3565660862988647,1,-5
1174,95,121,10,0.2989537573314074,-2,-2
1175,94,120,10,3.9995955321284065,-1,-1
1176,96,121,10,-4.3889906924217605,2,1
1177,95,126,10,-0.99324090741871,-1,5
1178,94,121,10,2.9076240548410506,-1,-5
1179,96,122,10,-1.4378203975281476,2,1
1180,98,121,10,-0.029182011213649717,2,-1
1181,96,126,10,2.2145144083640087,-2,5
1182,98,123,10,-0.28055257566111225,2,-3
1183,96,128,10,2.6296231605170557,-2,5
1184,98,130,10,-4.045403454441485,2,2
1185,97,131,10,2.1782200007162498,-1,1
1186,98,135,10,-2.2274570407435608,1,4
1187,98,139,10,-0.42548112123717785,0,4
1188,98,142,10,1.047696601169,0,3
1189,100,147,10,0.6640081118037526,2,5
1190,102,145,10,-1.7238536290812447,2,-2
1191,101,146,10,2.3638729999593826,-1,1
1192,99,143,10,-3.774568130989545,-2,-3
1193,98,144,10,3.468526461503597,-1,1
1194,97,145,10,-0.07991623067073883,-1,1
1195,99,150,10,-2.1051884425041716,2,5
1196,99,148,10,0.8066241574420515,0,-2
1197,101,152,10,0.8607727555265317,2,4
1198,100,148,10,-0.8067451356480042,-1,-4
1199,100,145,10,0.18639684637135656,0,-3
1200,102,149,10,-0.8807850798917262,2,4
1201,100,145,10,1.363636917125497,-2,-4
1202,100,147,10,-1.0163336566488272,0,2
1203,102,149,10,2.2351505909017386,2,2
1204,102,153,10,-1.2673682784833356,0,4
1205,101,157,10,0.022546858686872673,-1,4
1206,103,154,10,-2.2877717951782364,2,-3
1207,102,155,10,3.053424278229273,-1,1
1208,103,160,10,-1.6719657564353547,1,5
1209,102,165,10,1.1128177723800834,-1,5
1210,101,170,10,-1.1816516454926147,-1,5
1211,99,171,10,-0.5917833446564967,-2,1
1212,98,169,10,1.5778645160350808,-1,-2
1213,100,173,10,-0.5618029584918467,2,4
1214,100,175,10,-0.7427996802548521,0,2
1215,102,175,10,0.35049432015130577,2,0
1216,101,173,10,0.010409485619956915,-1,-2
1217,101,171,10,-1.0472255552589593,0,-2
1218,99,171,10,2.666203161066859,-2,0
1219,99,168,10,-1.5615711589668455,0,-3
1220,97,164,10,0.5958783181697505,-2,-4
1221,98,164,10,0.7567740509868306,1,0
1222,99,168,10,0.521383083281695,1,4
1223,97,168,10,-1.669019741330433,-2,0
1224,98,170,10,1.727946714389538,1,2
1225,99,165,10,-3.642259608031674,1,-5
1226,100,166,10,4.1418639232627115,1,1
1227,102,171,10,-2.661606490122731,2,5
1228,104,173,10,1.8992792470802429,2,2
1229,102,173,10,-2.058821315450164,-2,0
1230,101,169,10,0.3612157855319629,-1,-4
1231,103,171,10,0.07576867359614736,2,2
1232,104,171,10,2.1656324999127228,1,0
1233,105,171,10,-2.330447614534876,1,0
1234,104,166,10,1.173756689002632,-1,-5
1235,106,171,10,-0.20200451110679207,2,5
1236,108,168,10,-0.752806592295971,2,-3
1237,106,169,10,0.2966876750702232,-2,1
1238,106,174,10,1.4329901813994805,0,5
1239,105,174,10,-0.7081607756331367,-1,0
1240,106,171,10,-0.5694721668980343,1,-3
1241,107,174,10,0.5766368757805469,1,3
1242,106,170,10,-0.37868738573762517,-1,-4
1243,106,168,10,0.4970715092970379,0,-2
1244,108,169,10,0.013699778734111767,2,1
1245,106,165,10,0.622650369009186,-2,-4
1246,108,170,10,-1.4968103886003987,2,5
1247,110,173,10,2.3547383413081855,2,3
1248,109,175,10,-1.360137275416979,-1,2
1249,107,176,10,1.2958125038974226,-2,1
1250,106,178,10,-1.2517706383467506,-1,2
1251,104,181,10,-1.2015787060077434,-2,3
